"","CVP","PCWP","HIST","TPR","BP","CO","HRBP","HREK","HRSA","PAP","SAO2","FIO2","PRSS","ECO2","MINV","MVS","HYP","LVF","APL","ANES","PMB","INT","KINK","DISC","LVV","STKV","CCHL","ERLO","HR","ERCA","SHNT","PVS","ACO2","VALV","VLNG","VTUB","VMCH"
"7091","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","NORMAL","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","ONESIDED","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","LOW","NORMAL","ZERO","LOW","NORMAL"
"7092","LOW","LOW","FALSE","LOW","LOW","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","LOW","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7093","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","NORMAL","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","TRUE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7094","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7095","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7096","HIGH","HIGH","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","HIGH","TRUE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7097","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","ZERO","NORMAL","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","ONESIDED","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","HIGH","FALSE","HIGH","LOW","NORMAL","NORMAL","ZERO","LOW","NORMAL"
"7098","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","LOW","NORMAL"
"7099","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","NORMAL","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","TRUE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","ZERO"
"7100","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7101","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7102","LOW","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7103","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL","NORMAL","HIGH","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","TRUE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7104","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","LOW","LOW","HIGH","HIGH","NORMAL","HIGH","ZERO","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","HIGH","NORMAL","HIGH","LOW","ZERO","ZERO"
"7105","NORMAL","NORMAL","FALSE","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","LOW","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7106","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","LOW","LOW","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","ESOPHAGEAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","LOW","ZERO","LOW","NORMAL"
"7107","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","LOW","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7108","NORMAL","NORMAL","FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","NORMAL","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","HIGH","TRUE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","NORMAL"
"7109","HIGH","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"7110","NORMAL","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7111","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","HIGH","HIGH","TRUE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7112","NORMAL","HIGH","FALSE","NORMAL","LOW","NORMAL","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","HIGH","LOW","HIGH","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","HIGH","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","LOW","HIGH","NORMAL","HIGH"
"7113","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7114","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","LOW","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","ZERO","LOW"
"7115","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","LOW","NORMAL","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","ONESIDED","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL"
"7116","HIGH","HIGH","FALSE","NORMAL","LOW","NORMAL","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW","ZERO","HIGH","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","NORMAL","HIGH","LOW","ZERO","LOW"
"7117","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7118","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"7119","NORMAL","NORMAL","FALSE","HIGH","LOW","NORMAL","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","ZERO"
"7120","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7121","HIGH","HIGH","FALSE","HIGH","NORMAL","LOW","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","LOW","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","LOW"
"7122","NORMAL","NORMAL","FALSE","NORMAL","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7123","LOW","LOW","TRUE","NORMAL","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","LOW","HIGH","HIGH","TRUE","TRUE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","HIGH","LOW","HIGH","HIGH"
"7124","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","ESOPHAGEAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","LOW","LOW","NORMAL"
"7125","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7126","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","HIGH","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"7127","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7128","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","TRUE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7129","NORMAL","HIGH","FALSE","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","NORMAL","LOW","NORMAL","NORMAL","LOW","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"7130","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","NORMAL","NORMAL","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","HIGH","TRUE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","NORMAL"
"7131","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7132","HIGH","HIGH","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","LOW","NORMAL","LOW","FALSE","FALSE","FALSE","FALSE","FALSE","ONESIDED","FALSE","TRUE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","NORMAL","NORMAL","ZERO","ZERO","LOW"
"7133","HIGH","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","HIGH","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","TRUE","NORMAL","FALSE","FALSE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7134","HIGH","HIGH","FALSE","NORMAL","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7135","NORMAL","NORMAL","FALSE","NORMAL","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7136","NORMAL","LOW","FALSE","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","LOW","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7137","HIGH","HIGH","FALSE","LOW","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW","LOW","HIGH","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","HIGH","HIGH"
"7138","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","LOW","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7139","LOW","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","HIGH","LOW","LOW","NORMAL"
"7140","LOW","LOW","FALSE","HIGH","NORMAL","LOW","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","LOW","ZERO","NORMAL","FALSE","TRUE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"7141","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7142","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","LOW","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","HIGH","ZERO"
"7143","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7144","HIGH","HIGH","FALSE","NORMAL","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","LOW","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"7145","LOW","NORMAL","FALSE","LOW","LOW","LOW","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7146","NORMAL","NORMAL","FALSE","HIGH","NORMAL","LOW","NORMAL","NORMAL","NORMAL","HIGH","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","NORMAL","FALSE","LOW","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7147","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","LOW","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW","LOW","HIGH","HIGH","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","HIGH","HIGH"
"7148","HIGH","HIGH","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","HIGH","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7149","NORMAL","NORMAL","TRUE","LOW","LOW","NORMAL","LOW","HIGH","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7150","LOW","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","NORMAL","LOW","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","HIGH","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7151","HIGH","HIGH","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","LOW","LOW","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","ONESIDED","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","LOW","LOW","LOW","NORMAL"
"7152","HIGH","HIGH","FALSE","NORMAL","LOW","LOW","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7153","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7154","NORMAL","NORMAL","FALSE","LOW","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","TRUE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","HIGH","LOW","HIGH","LOW","ZERO","ZERO"
"7155","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7156","LOW","LOW","FALSE","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","LOW","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","LOW"
"7157","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","LOW","LOW","LOW","LOW","LOW","LOW","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"7158","NORMAL","NORMAL","FALSE","HIGH","NORMAL","LOW","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","NORMAL","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","NORMAL"
"7159","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","LOW","HIGH","NORMAL","HIGH"
"7160","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","ZERO","NORMAL"
"7161","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","HIGH","NORMAL","NORMAL","LOW","LOW","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
